"group","title","link","location","experience","description","requirements","benefits","work_location_detail","working_time","deadline","salary_raw","salary_normalized","currency_unit","skills"
"Problem-solving","Business Development Supervisor","https://www.vietnamworks.com/business-development-supervisor-1965200-jv?source=searchResults&searchType=2&placement=1965300&sortBy=date","TP. Hồ Chí Minh","2","Knowledge
•   Deep understanding of the company's products (features of each type) and their pricing.
•   Awareness of company policies and quality objectives.
•   Familiarity with company culture and international business etiquette.
Ensuring Business Targets
•   Sales goals by month/quarter/year within the assigned national area.
•   Brand awareness and product image across the responsible region.
•   Distributor inventory levels and sufficient supply to meet demand nationwide.
•   Product structure and market coverage in the assigned area.
•   Expansion of distribution channels according to the company’s business strategy.
•   Development of customer systems, customer orientation based on strategic goals.
•   Strengthening collaboration with distributors in the responsible regions.
•   Managing payments and recovering distributor debts in compliance with company policy.
Work Implementation & Control
•   Representing the company when working with distributors to align on market-related tasks within the assigned territory.
•   Organizing and deploying approved sales plans, volumes, and revenue targets across each region by month/quarter/year.
•   Constructing, executing, monitoring, urging, and supporting approved plans.
•   Forecasting distributor inventory; creating and monitoring monthly/quarterly/yearly import volume targets per the approved business plan from the Market Development Division.
•   Building, classifying, expanding, and developing distribution and sales channels according to company strategy.
•   Establishing, maintaining, and expanding solid relationships with customers through respective sales channels, steering customer orientation as per strategy.
•   Overseeing and supporting distributor sales operations within the designated national area.
•   Organizing, managing, training, coaching, and assisting Market Development Staff to achieve set goals.
Responsibilities
•   Analyze and synthesize sales data and market trends to forecast market scale and propose strategic direction and future business plans.
•   Display products and brand imagery at points of sale within the responsible market.
•   Conduct monthly/quarterly/yearly evaluations of distributor performance (sales, payment, etc.).
•   Inspect and monitor timely debt recovery from distributors nationwide.
•   Research and develop products and product structures tailored to the market.
•   Handle customer inquiries and complaints (policies, customer programs, goods) within assigned responsibilities.
•   Collect and analyze market and competitor information.
Reporting Duties
•   Submit weekly/monthly/yearly reports to the Head of Market Development Department.
•   Provide updates on market status, customer activities, goods, and sales.
•   Deliver analytical reports, market surveys, and research along with proposed solutions to the Head of Department.
•   Complete ad-hoc tasks and other duties assigned by upper management.
Training & Supervision
•   Guide and train subordinate staff, including managing/supervising distributor sales personnel.","• University degree or higher in relevant fields (Business Administration, Economics, Foreign Trade, Marketing, etc.). • Minimum of 2 years’ experience in a similar role. • Strong communication and negotiation skills. • Excellent problem-solving and decision-making abilities. • Organizational and managerial skills with solid work control. • Honest, confident, strong-willed, dynamic, and sociable personality. • In-depth knowledge of distribution channels, fast-moving consumer goods (FMCG), international trade operations, payment procedures, and commercial law. • Proficient in English across all four skills (listening, speaking, reading, writing). • Willing to travel long term and frequently.","- Thưởng KPIs hàng quý
- 12 ngày phép/năm
- Cơ hội tham gia các khóa đào tạo về chuyên môn và kỹ năng mền.","Lô 6-8-10-12 KCN Tân Tạo, phường Tân Tạo A, quận Bình Tân, TP.HCM","Không rõ","2025-10-31","$ 1,500-2,000 /tháng","42000000","VND","•, communication, •"
"Problem-solving","Customs Clearance Officer (Long An)","https://www.vietnamworks.com/customs-clearance-officer-long-an-1955657-jv?source=searchResults&searchType=2&placement=1955757&sortBy=date","Tây Ninh","2","Olam Agri
 là tập đoàn đa quốc gia chuyên chế biến và xuất khẩu các sản phẩm từ lĩnh vực nông nghiệp, hiện đã có mặt tại hơn 40 quốc gia. Chúng tôi cam kết phát triển bền vững bằng cách áp dụng công nghệ tiên tiến và hợp tác chặt chẽ với người nông dân nhằm nâng cao giá trị sản phẩm, đồng thời góp phần cải thiện toàn diện chuỗi cung ứng thực phẩm trên toàn cầu. Tại Việt Nam, 
Olam Agri 
hướng tới mục tiêu trở thành doanh nghiệp dẫn đầu trong ngành, với tầm nhìn rõ ràng và chiến lược phát triển dài hạn. Chúng tôi cần bạn – những nhân tố tài năng và nhiệt huyết – cùng đồng hành xây dựng và phát triển tổ chức, mang lại giá trị thiết thực cho khách hàng và 
cộng đồng.
Nhân viên khai báo hải quan
 là vị trí mà bạn sẽ đại diện cho Olam Agri trong việc đảm nhận việc khai báo và thực hiện các thủ tục hải quan cho hàng hóa xuất nhập khẩu của công ty. Vị trí này có nhiệm vụ từng bước tiếp nhận toàn bộ công việc từ nhà cung cấp dịch vụ bên ngoài, đảm bảo hoạt động thông quan đúng luật, nhanh chóng, đồng thời tối ưu chi phí và nâng cao năng lực quản lý nội bộ. Chúng tôi tin rằng, nếu bạn có mong muốn xây dựng sự nghiệp vững chắc trong lĩnh vực kinh doanh nông sản toàn cầu, thì đây chính là nơi bạn có thể đồng hành và phát triển cùng chúng tôi.
Nhiệm vụ chính:
• Kiểm tra tờ khai hải quan do đơn vị dịch vụ lập, đảm bảo tính chính xác và đầy đủ trước khi nộp.
• Đối chiếu chứng từ liên quan: hợp đồng, invoice, packing list, C/O, vận đơn…
• Phát hiện và đề xuất chỉnh sửa các sai sót để tránh rủi ro khi thông quan.
• Chuẩn bị, khai báo và nộp hồ sơ hải quan điện tử theo quy định.
• Làm việc trực tiếp với cơ quan hải quan khi có yêu cầu kiểm tra thực tế, bổ sung chứng từ hoặc giải trình.
• Giám sát toàn bộ quá trình thông quan để đảm bảo hàng hóa được giải phóng đúng tiến độ.
• Làm việc với bộ phận liên quan để thu thập thông tin và chứng từ cần thiết.
• Liên hệ, phối hợp với đại lý vận tải, hãng tàu, công ty logistics, và broker để xử lý các vấn đề phát sinh trong quá trình thông quan.
• Lập báo cáo định kỳ/thường xuyên về tình hình khai báo, chi phí thông quan và đề xuất giải pháp tối ưu.
• Thực hiện các công việc khác liên quan đến thủ tục hải quan theo sự phân công của Trưởng bộ phận.","• Tốt nghiệp đại học chuyên ngành Logistics, Xuất nhập khẩu, Kinh doanh quốc tế hoặc lĩnh vực liên quan. • Có 2–3 năm kinh nghiệm thực tế trong khai báo hải quan hoặc ở vị trí tương tự. • Nắm vững quy định pháp luật, quy trình thủ tục hải quan và các loại chứng từ xuất nhập khẩu. • Ưu tiên ứng viên có kinh nghiệm làm việc trực tiếp với cơ quan hải quan và dịch vụ logistics. • • Sử dụng được tiếng Anh cơ bản (đọc, viết chứng từ). • Cẩn thận, trách nhiệm, có tinh thần tuân thủ và chịu được áp lực công việc. Thông tin thêm • Thời gian làm việc: 8h30 – 17h30 vào thứ Hai - thứ Sáu hằng tuần. • Địa điểm làm việc: Cụm Công Nghiệp Kiến Thành, Ấp 3, Xã Long Cang, Tỉnh Tây Ninh, Việt Nam. • Có xe đưa đón từ HCM đến Tây Ninh tại Quận 1.","- thử việc hưởng 100% lương
- Cung cấp máy tính làm việc
- Có xe đưa đón từ HCM – Tây Ninh tại Quận 1.","Cụm Công Nghiệp Kiến Thành, Ấp 3, Xã Long Cang, Tỉnh Tây Ninh, Việt Nam","Không rõ","2025-10-09","10tr-14tr ₫/tháng","12000000","VND","•, tiếng Anh"
"Problem-solving","QC Technician","https://www.vietnamworks.com/qc-technician-1961522-jv?source=searchResults&searchType=2&placement=1961672&sortBy=date","Không rõ","2","- Chịu trách nhiệm kiểm soát hàng thành phẩm và vật tư đầu vào liên quan đến: chất lượng, output và leadtime kiểm hàng.
- Chịu trách nhiệm kiểm soát nhóm kiểm tra chất lượng trên dây chuyền sản xuất.
- Xử lý các issue liên quan đến chất lượng phát sinh ở công đoạn kiểm tra đầu vào và trên dây chuyền sản xuất. Làm việc với các bộ
phận liên quan về issue và follow up các actions với các bên liên quan cho đến khi nó được close.
- Điều tra và đưa ra hành động khắc phục phòng ngừa liên quan đến issue chất lượng để lọt tại bộ phận mình quản lý.
- Đào tạo và nâng cao kĩ năng cho nhóm QC đầu vào và trên dây chuyền sản xuất.
- Thiết lập hướng dẫn kiểm tra/ OPL và đào tạo cho người kiểm tra nếu cần.
- Quản lý mẫu duyệt đối với vật tư/ hàng thành phẩm ở công đoạn IQC đầu vào.
- Lập báo cáo hàng tuần về tình hình chất lượng, output và sự cố chất lượng ở khu vực mình quản lý.
- Các công việc khác sẽ được chỉ định thêm bởi cấp trên.","- Tốt nghiệp từ cao đẳng trở lên. - Ưu tiên ứng viên có kinh nghiệm làm việc ở bộ phận QA/ QC hoặc đã từng làm việc trong môi trường sản xuất. - Có ít nhất 1 năm kinh nghiệm trở lên và từng quản lý nhóm kiểm tra khoảng 10-15 người. - Kĩ năng giải quyết vấn đề, giải quyết xung đột, tư duy logic và kĩ năng giao tiếp hiệu quả. - Kĩ năng làm việc nhóm. - Sử dụng thành thạo máy tính và các phần mềm của microsoft (excel, power point, word), hàm cơ bản trong execel (if, ifs, sumif, sumifs, vlookup, pivot tabel...). - Có thể đọc và hiểu tài liệu tiếng anh liên quan đến tiêu chuẩn lỗi.","- Bonus
- PTI
- 14 days","Lô CN02-1, Khu công nghiệp Yên Phong (Khu mở rộng), Xã Yên Trung, Huyện Yên Phong","Không rõ","2025-10-23","Thương lượng","","VND","tiếng anh"
"Problem-solving","Manager, Client Management (Healthcare)","https://www.vietnamworks.com/manager-client-management-healthcare-1960989-jv?source=searchResults&searchType=2&placement=1961139&sortBy=date","Không rõ","5","Job Scope
   •    To handle and monitor smooth operations of assigned 3/4PLs Clients, including handling the complaints from clients
   •    To handle business review meetings & act as a business partner with Clients and help for the business growth
   •    To build & maintain the good relationship with Clients
   •    Together with functional depts to obtain, maintain and develop the business for a profitable 3/4PLs
   •    To contribute to building the team & well collaboration with functional depts to keep our services level with clients
   •    To continuously evaluate the Client Services of the company and to drive the improvement of client service and of internal process together with functional depts. to reinforce the competitive edge of DKSH for retaining clients
   •    Proactive support for upselling VAS of the company and to closely work with BD to maximize the opportunity to expand the portfolio of existing clients and to succeed in renewal with least erosion margin
   •    To coordinate/interact with Local partners to optimize the support for Clients in daily operations and commercial activities
Job Responsibilities
   •    Manage day-to-day operations to ensure the smooth activities to support the business growth of assigned clients.
   •    Lead and manage service complaints to ensure all complaints are resolved, and support Client Management team in resolving client complaints & requests as needed
   •    Lead the development of workflow/processes to ensure all functions align/agree for the improvement process of the company
   •    Lead the assigned team (if have) to have the best performance of Client Management
   •    Promote and drive the Client Call Center for service record traceability and client satisfaction
   •    Ensure compliance of standard company policies and recommend improvements to the policies/processes for operational efficiency
   •    Ensure consistent and timely distribution reports/statistics to internal and external stakeholders
   •    Proactively coordinate with related functions to solve the issues raised by the clients.
   •    Develop and maintain good relationships with clients
   •    Coordinate and cooperate with all internal teams & local partners to maintain the clients' service satisfaction levels (KPIs)
   •    Contribute to ensure the successful renewals with clients in charge and optimize the profit for the company
   •    Manage and lead the team to drive the execution of the set KPIs
   •    Drive and manage the learning and development of team in Client Management and DKSH behaviors to achieve team/function goals.
   •    Drive self-learning and improvement of Client Management and DKSH behaviors as part of continuous learning","• Very good communication skills • Strong in business acumen • Able to handle multi tasks and work under pressure • Problem solvings • Fluent in English, both oral and written. • Intermediate to advance negotiation skills • Minimum 5-7 years’ sales experience in the Pharma industry and in management role • Proven very good interaction • Strong analytical skills","- Attractive bonus scheme
- Premium Healthcare program
- 18 days","Tầng 13 Toà nhà Viettel, 285 Hẻm 285 Cách Mạng Tháng Tám, Phường 12","Không rõ","2025-10-22","$ 2,200-2,300 /tháng","54000000","VND","communication, •, •"
"Problem-solving","School Operations Executive","https://www.vietnamworks.com/school-operations-executive--1960428-jv?source=searchResults&searchType=2&placement=1960578&sortBy=date","TP. Hồ Chí Minh","2","•	Lead, supervise, and assign work to the support team (admin, maintenance, housekeeping, security, catering, etc.) to ensure smooth daily operations of the school.
•	Oversee scheduling and task distribution to ensure all operational needs are met promptly and efficiently.
•	Monitor performance of support staff, provide guidance, and ensure adherence to school policies and standards.
•	Manage facilities, safety procedures, and supplies to maintain a secure and child-friendly environment.
•	Support recruitment, onboarding, and HR documentation for teaching and support staff.
•	Maintain employee records and assist in implementing HR policies and procedures.
•	Ensure compliance with local regulations, licensing, and accreditation requirements.
•	Coordinate communication between administration, staff, and school principal.
•	Assist in planning and executing school events and community activities.","• Minimum Diploma/Degree required • Minimum 2-3 years prior experience in operations, administration, or HR (education sector preferred). • Strong leadership and team management skills. • Excellent organizational and problem-solving abilities. • Good communication and interpersonal skills, with the ability to work with diverse groups of people. • Proficiency in MS Office/Google Workspace. • Ability to work independently and take initiative in a dynamic school environment.","- A meaningful role in shaping the early educational journey of children.
- Opportunities for professional growth and development.
- Be part of a warm, supportive international community.","An Khanh Ward – Thao Dien – Ho Chi Minh City","Không rõ","2025-10-22","Thương lượng","","VND","•, communication, •"
"Problem-solving","Restaurant Operation Manager/ F&B Manager (Catering Services)","https://www.vietnamworks.com/restaurant-operation-manager-fandb-manager-catering-services-1960825-jv?source=searchResults&searchType=2&placement=1960975&sortBy=date","TP. Hồ Chí Minh","5","TRÁCH NHIỆM CHÍNH:
•	Quản lý hoạt động dịch vụ ăn uống hàng ngày, đảm bảo vận hành thông suốt và hiệu quả.
•	Cung cấp dịch vụ chất lượng cao cho các khách hàng hiện hữu trong khu vực được phân công.
•	Xây dựng và cập nhật quy trình làm việc cho nhân viên tại hiện trường để duy trì sự nhất quán và hiệu quả.
•	Hỗ trợ Quản lý trực tiếp trong các nhiệm vụ hoặc dự án đặc biệt khi được yêu cầu.
•	Thu thập, sắp xếp và quản lý các báo cáo, biểu mẫu và hồ sơ từ các đội nhóm tại hiện trường.
•	Xác nhận tiếp nhận yêu cầu từ khách hàng trong vòng 04 giờ.
•	Đưa ra giải pháp cho vấn đề của khách hàng trong vòng 24 giờ để đảm bảo sự hài lòng.
•	Tư vấn các biện pháp phòng ngừa rủi ro liên quan đến dịch vụ và các hoạt động khác của công ty.
•	Nhận diện và báo cáo các rủi ro tại hiện trường cho Quản lý trực tiếp kèm theo giải pháp đề xuất.
•	Phối hợp với bộ phận Đảm bảo chất lượng để đảm bảo tuân thủ quy định của pháp luật tại tất cả các địa điểm.
•	Quản lý chặt chẽ chi phí thực phẩm tại các địa điểm được phân công.
•	Làm việc chặt chẽ với bộ phận vận hành để tối ưu hóa việc mua hàng và đảm bảo nguồn cung ứng đúng hạn.
•	Phối hợp với bộ phận vận hành để giảm chi phí giao hàng và cung ứng nhằm nâng cao hiệu quả tổng thể.
•	Đảm bảo đội ngũ hiện trường tuân thủ nghiêm ngặt các quy trình và tiêu chuẩn của công ty.
•	Trực tiếp giám sát đầu bếp, bếp phó và các giám sát viên tại các địa điểm đang quản lý.
•	Đào tạo và giám sát quá trình bàn giao công việc cho nhân viên mới tại hiện trường.
•	Hỗ trợ quá trình tuyển dụng và phỏng vấn nhân sự làm việc tại hiện trường khi cần thiết.
•	Lên kế hoạch và quản lý lịch làm việc hàng ngày và hàng tuần để tối ưu hóa năng suất làm việc của đội ngũ.
•	Giải quyết các vấn đề phát sinh từ đội ngũ nhân sự, đảm bảo môi trường làm việc tích cực.
•	Đề xuất cải tiến chính sách của Aden, đặc biệt trong lĩnh vực vệ sinh và tổ chức.
•	Đề xuất và thực hiện các thay đổi nhằm nâng cao hiệu quả hoạt động tại địa điểm, phối hợp với Quản lý trực tiếp.
•	Hỗ trợ phát triển đội ngũ nhân sự bằng cách đưa ra lời khuyên, định hướng và đào tạo kỹ năng tự hoàn thiện.
•	Lên kế hoạch và thực hiện các sự kiện, hoạt động marketing và triển khai yêu cầu đặc biệt từ khách hàng.
---
KEY RESPONSIBILITIES:
• Oversee and manage daily catering operations to ensure smooth and efficient service.
• Deliver high-quality service to existing clients within the assigned area of responsibility.
• Develop and update procedures for on-site staff to maintain consistency and efficiency.
• Assist the Line Manager with special tasks or projects as required.
• Collect, organize, and manage reports, forms, and official documents from on-site teams.
• Acknowledge receipt of customer requests within 04 hours.
• Provide solutions to client issues within 24 hours to ensure customer satisfaction.
• Advise on risk prevention measures related to services and other company operations.
• Identify and report on-site risks to the Line Manager, offering proposed solutions for mitigation.
• Collaborate with the Quality Assurance Supervisor to ensure compliance with government regulations at all sites.
• Maintain strict control over food costs for the sites under management.
• Work closely with the Operations Department to optimize purchasing and ensure timely supply availability for managed sites.
• Partner with Operations to reduce delivery and supply costs, improving overall efficiency.
• Enforce adherence to company procedures and standards by on-site teams.
• Directly supervise chefs, cooks, and supervisors at managed sites, ensuring operational standards are met.
• Provide training and oversee the handover process for new staff assigned to sites.
• Assist in the recruitment and hiring process for on-site staff when necessary.
• Prepare and manage daily and weekly schedules to optimize team productivity (rostering).
• Address and resolve any issues reported by staff, ensuring a positive work environment.
• Propose improvements to Aden’s policies, particularly in areas like hygiene and organization.
• Suggest and implement changes to improve site efficiency in coordination with the Line Manager.
• Support staff development by offering advice and training to encourage self-improvement.
• Plan and execute events, marketing activities, and client-specific deployments as required.","YÊU CẦU: • Trên 5 năm kinh nghiệm trong lĩnh vực nhà hàng hoặc dịch vụ ăn uống, trong đó có ít nhất 3 năm kinh nghiệm quản lý đội nhóm. • Có khả năng lãnh đạo tốt, có kỹ năng tổ chức và lập kế hoạch hiệu quả, đảm bảo vận hành trơn tru. • Làm việc nhóm hiệu quả, có khả năng phối hợp với các đội nhóm đa dạng để đạt mục tiêu chung. • Tư duy chủ động, định hướng giải pháp và liên tục tìm cách cải tiến hiệu quả hoạt động. • Thành thạo tiếng Anh, có kỹ năng giao tiếp tốt. • Sử dụng thành thạo các phần mềm văn phòng như Word, Excel và có khả năng xử lý công việc hành chính. • Linh hoạt về thời gian, sẵn sàng làm thêm giờ khi cần; có khả năng làm việc dưới áp lực cao và vẫn duy trì hiệu quả. --- REQUIREMENTS: • Over 5 years of experience in the restaurant or catering industry, with a proven track record in team management for 3+ years. • Strong leadership abilities with excellent organizational and planning skills, ensuring smooth operations. • Collaborative team player, adept at working with diverse teams to achieve common goals. • Proactive, solution-oriented mindset focused on improving efficiency and driving continuous improvement. • Proficient in English, with strong communication skills. • Experienced with office software, including Word and Excel, and able to effectively manage administrative tasks. • Flexible and willing to work additional hours as needed, thriving in high-pressure environments while maintaining performance.","- Cơ hội phát triển nghề nghiệp và học hỏi liên tục.
- Môi trường làm việc năng động, hợp tác.
- Mức lương và chế độ đãi ngộ cạnh tranh.Cơ hội đóng góp cho các sáng kiến về phát triển bền vững và tiết kiệm năng lượng.","Hồ Chí Minh, Việt Nam","Không rõ","2025-10-22","Thương lượng","","VND","tiếng Anh, •, communication"
"Problem-solving","Technical Support","https://www.vietnamworks.com/technical-support-1960802-jv?source=searchResults&searchType=2&placement=1960952&sortBy=date","TP. Hồ Chí Minh","1","Responsibilities:
• Analyze, understand and annotate customer drawings;
• Model parts and assemblies according to customer requirements;
• Assemble test benches and samples;
• Revise plans and drawings according to standards established by our company;
• Draw parts and assemblies;
• Support engineering account managers;
• Inspect and measure parts according to 2D drawings;
• Analyze, understand and annotate customer drawings;
• Develop assembly and shipping procedures;
• Business growing year after year that offers advancement opportunities to its employees;
• Communicate with the overseas team for technical issues;
• Stimulating challenges that intersect several spheres of activity (manufacturing production, engineering, sales, project management, etc.);
• Review inspection reports;
• Design diversified tools to facilitate the production or parts inspection;
• Provide technical support to sellers;","• Bachelor's degree in Mechanical Engineering, Industrial Design, or related field. • Proficiency in CAD software (e.g., Solidworks, AutoCAD) is required. • Strong analytical and problem-solving skills. • Prior experience in technical support or engineering role preferred. • Ability to work effectively in a fast-paced, collaborative environment.","- Laptop and 2 monitors","An Khanh Ward, Thu Duc City, Ho Chi Minh City","Không rõ","2025-10-22","Thương lượng","","VND","•, •"
"Problem-solving","FOOD QC LEADER (Japanese Speaking)","https://www.vietnamworks.com/food-qc-leader-japanese-speaking-1960327-jv?source=searchResults&searchType=2&placement=1960477&sortBy=date","TP. Hồ Chí Minh","5","Kiểm soát chất lượng sản phẩm tại các nhà máy OEMs 
Công việc chính:
•	Kiểm tra chất lượng các sản phẩm thực phẩm như nông sản và thực phẩm chế biến.
•	Giám sát quy trình sản xuất để đảm bảo tuân thủ đầy đủ các quy định.
•	Kiểm tra sản phẩm tại nhà máy và viết báo cáo về chất lượng.
•	Hỗ trợ các nhà máy khắc phục vấn đề và duy trì chất lượng sản phẩm cao.
•	Tuân thủ các quy định về chất lượng thực phẩm dành cho thị trường xuất khẩu.
•	Làm việc với các bộ phận như sản xuất và chuỗi cung ứng để duy trì chất lượng.
•	Lưu trữ hồ sơ kiểm tra chất lượng và báo cáo định kỳ.
•	Hỗ trợ kiểm toán chất lượng nội bộ và bên ngoài.
•	Học hỏi và tuân thủ các tiêu chuẩn an toàn thực phẩm như HACCP và ISO.
•	Giao tiếp tốt bằng tiếng Nhật với đối tác và khách hàng.
•	Đào tạo công nhân nhà máy về chất lượng khi cần thiết.
•	Đi công tác khi cần thăm nhà máy hoặc họp với khách hàng.","Yêu cầu: • Ưu tiên có bằng cấp về Công nghệ Thực phẩm hoặc ngành liên quan. • Ít nhất 5 năm kinh nghiệm trong lĩnh vực kiểm soát chất lượng thực phẩm, đặc biệt trong thị trường xuất khẩu. • Hiểu biết tốt về các quy chuẩn, tiêu chuẩn an toàn thực phẩm. • Giao tiếp tiếng Nhật ở mức khá để làm việc hiệu quả. • Cẩn thận, có khả năng giải quyết các vấn đề liên quan đến chất lượng. • Có tổ chức, kỹ năng viết báo cáo tốt. • Có khả năng dẫn dắt, hướng dẫn công nhân nhà máy nâng cao chất lượng sản phẩm. • Sẵn sàng đi công tác khi được yêu cầu.","- Công ty có tiếng trên thị trường 
Môi trường làm việc chuyên nghiệp
Nhiều cơ hội phát triển 
Phúc lợi và thu nhập ổn định","Ho Chi Minh City Office","Không rõ","2025-10-19","Thương lượng","","VND",""
"Problem-solving","Production Engineering Manager (new electronics manufacturing factory)","https://www.vietnamworks.com/production-engineering-manager-new-electronics-manufacturing-factory-1960166-jv?source=searchResults&searchType=2&placement=1960316&sortBy=date","Hà Nội","5","• Lead and manage the production engineering team to ensure optimal maintenance of electronic systems.
• Develop and implement maintenance strategies to improve production efficiency and reduce downtime.
• Collaborate with cross-functional teams to identify and resolve production issues.
• Monitor and analyze production metrics to drive continuous improvement.
• Ensure compliance with safety and quality standards in all maintenance activities.
• Provide technical support and training to team members on maintenance best practices.
• Manage budgets and resources effectively to achieve departmental goals.","• Minimum of 5 years of experience in production engineering or maintenance management in the electronics industry. • Bachelor's degree in Engineering or a related field. • Strong knowledge of electronic systems and maintenance processes. • Proven leadership skills with the ability to motivate and develop a team. • Excellent problem-solving and analytical skills. • Strong communication and interpersonal skills. • Experience with continuous improvement methodologies such as Lean or Six Sigma is a plus.","- Competitive salary and performance-based bonuses.
- Comprehensive health insurance coverage.
- Opportunities for professional development and career advancement.","Noi Bai Industrial Zone, Hanoi","Không rõ","2025-10-19","$ 2,000-3,000 /tháng","60000000","VND","•, •, communication, •"
"Problem-solving","Backend Developer (Java)","https://www.vietnamworks.com/backend-developer-java-1942969-jv?source=searchResults&searchType=2&placement=1943119&sortBy=date","Không rõ","2","Unicloud tìm kiếm Backend Developer ưu tiên có thế mạnh kinh nghiệm về nghiệp vụ Fintech, E-wallet, chương trình khách hàng thân thiết, tiền mã hóa, bao gồm các đầu công việc như sau:
• Lập trình, phát triển các hệ thống ứng dụng tài chính ngân hàng, E- Wallet, Khách hàng thân thiết, Blockchain
• Tự phát triển hoặc phối hợp cùng các nhà cung cấp phát triển/ triển khai các giải pháp CNTT.
• Quản lý, phát triển dịch vụ tích hợp với các hệ thống core Fintech, E- Wallet, Khách hàng thân thiết, Blockchain.
• Quản lý, phát triển API trên API Gateway phục vụ tích hợp với các đối tác trong nước và quốc tế.
• Nghiên cứu, thử nghiệm, triển khai áp dụng các xu hướng công nghệ mới vào việc phát triển:, Docker Container (K8s), CICD, Event Sourcing, CQRS, NoSQL ...
• Duy trì hoạt động của các sản phẩm dịch vụ trong phạm vi quản lý","• Có kiến thức tốt về kiến trúc hệ thống. Thông thuộc nhiều thiết kế phần mềm. • Tối thiểu 02 năm làm việc thực tế tại các công ty, dự án về lập trình Backend • Tối thiểu 1 - 2 năm kinh nghiệm làm việc với Microservice. • Có khả năng tuning performance của ứng dụng, hệ thống. • Có hiểu biết sâu về các kỹ thuật/công nghệ: MySQL, Redis, MongoDB, PostgreSQL, Kafka,… • Có kinh nghiệm phát triển, sử dụng Cloud, Front-end là 1 lợi thế. • Tham gia phân tích nghiệp vụ, đề xuất giải pháp, phương án triển khai nhằm cải tiến, nâng cao hiệu quả của các dự án trong quá trình làm việc. • Lên timeline công việc, chia tasks cho các thành viên trong nhóm, giám sát và hỗ trợ các thành viên hoàn thành đúng cam kết. • Dẫn dắt nhóm 3-6 người, giúp thành viên cùng phát triển và hoàn thành nhiệm vụ được giao.","- Mức thu nhập thỏa thuận cạnh tranh theo năng lực và xét tăng lương định kỳ hằng năm.
- Lương tháng 13, thưởng performance cuối năm và đầy đủ các quyền lợi theo luật lao động: BHXH, BHYT, BHTN, Thai sản,...
- Nghỉ 12 ngày phép năm, các ngày Lễ, Tết theo quy định của Nhà nước.","Sunshine Center, 16 Phạm Hùng","Không rõ","2025-10-11","Thương lượng","","VND","•, •, Microservice, MySQL, Redis, MongoDB, PostgreSQL, Kafka, •"
"Problem-solving","Chuyên Viên Phát Triển Kinh Doanh - Business Development Officer - Khối Doanh Nghiệp Vừa và Nhỏ (HO25.394)","https://www.vietnamworks.com/chuyen-vien-phat-trien-kinh-doanh-business-development-officer-khoi-doanh-nghiep-vua-va-nho-ho25-394-1960070-jv?source=searchResults&searchType=2&placement=1960220&sortBy=date","TP. Hồ Chí Minh","2","1. Triển khai thúc đẩy kinh doanh tại các Chi nhánh phụ trách:
- Thiết kế và tổ chức triển khai kinh doanh và thúc đẩy bán trong phạm vi chi nhánh phụ trách trong Vùng hoặc theo từng đầu chỉ tiêu kinh doanh
- Phối hợp và hỗ trợ GĐV trong phân tích vi mô địa bàn để xác định ngành nghề trọng tâm và hỗ trợ chi nhánh tư vấn thiết kế giải pháp triển khai khách hàng trọng tâm theo ngành và theo địa bàn
- Quản lý danh mục KH trọng tâm của Chi nhánh phụ trách
- Phối hợp các chi nhánh thiết kế các phương án/ giải pháp/chính sách cho các khách hàng của từng Ngành nghề từng chi nhánh
- Phối hợp quản lý lực lượng kinh doanh trục dọc tại Vùng
2. Xây dựng đề xuất chính sách đặc thù theo Vùng Miền
- Đề xuất ý tưởng cải tiến sản phẩm đặc thù theo địa bàn
- Đóng góp ý kiến các quy trình, quy chế phù hợp với đặc thù Vùng Miền
- Triển khai chuỗi SME tại Vùng, triển khai bán chéo tập đoàn tại các chi nhánh trong Vùng
3. Xây dựng kênh đối tác
- Tiếp cận và phát triển các đối tác nhằm tăng số lượng khách hàng tại Vùng
- Kết nối KH tại các chương trình, Hiệp hội Ngành nghề","1. Kinh nghiệm: Am hiểu hoạt động Ngân hàng, Tài chính ; mảng Khách hàng doanh nghiệp 2. 3. Ưu tiên có kinh nghiệm ít nhất 02 năm làm việc tại ngân hàng tại vị trí chuyên viên khách hàng doanh nghiệp, chuyên viên thẩm định,.. 4. Bằng cấp: Cử nhân/thạc sĩ chuyên ngành Kinh tế,Tài chính, Ngân hàng ...","- Thưởng các dịp Lễ/Tết, Thưởng Thành tích 06 tháng đầu năm và cuối năm, Tháng lương 13
- Bảo hiểm sức khỏe, Bảo hiểm nhân thọ, Bảo hiểm công tác nước ngoài
- Chế độ du lịch hàng năm. Ngày sinh nhật: Nghỉ hưởng nguyên lương 01 ngày và quà tặng sinh nhật","Hồ Chí Minh, Việt Nam","Không rõ","2025-10-19","Thương lượng","","VND",""
